frequency_ghz,transition_probability
4.907016384000079,0.134765625
4.907410521862247,0.009765625
4.907804659724416,0.2138671875
4.908198797586584,0.2255859375
4.908592935448753,0.0205078125
4.908987073310921,0.146484375
4.9093812111730895,0.458984375
4.909775349035257,0.404296875
4.910169486897425,0.1357421875
4.910563624759594,0.0146484375
4.910957762621762,0.09375
4.911351900483931,0.240234375
4.911746038346099,0.265625
4.9121401762082675,0.232421875
4.912534314070435,0.0673828125
4.912928451932604,0.025390625
4.913322589794772,0.3115234375
4.913716727656941,0.7509765625
4.914110865519109,0.8388671875
4.914505003381277,0.3662109375
4.9148991412434455,0.017578125
4.915293279105613,0.375
4.915687416967782,0.7421875
4.91608155482995,0.4638671875
4.916475692692119,0.0546875
4.916869830554287,0.2060546875
4.917263968416456,0.66796875
4.9176581062786235,0.6767578125
4.9180522441407915,0.234375
4.91844638200296,0.0126953125
4.918840519865128,0.255859375
4.919234657727297,0.6650390625
4.919628795589465,0.7724609375
4.920022933451634,0.6083984375
4.920417071313802,0.31640625
4.92081120917597,0.095703125
4.921205347038138,0.0107421875
4.921599484900307,0.0517578125
4.921993622762475,0.1298828125
4.922387760624643,0.1953125
4.922781898486812,0.2412109375
4.92317603634898,0.201171875
4.923570174211148,0.1591796875
4.923964312073316,0.083984375
4.924358449935485,0.0166015625
4.924752587797653,0.0283203125
4.925146725659822,0.158203125
4.92554086352199,0.3994140625
4.9259350013841585,0.701171875
4.926329139246326,0.9111328125
4.926723277108494,0.98046875
4.927117414970663,0.80859375
4.927511552832831,0.5732421875
4.927905690695,0.28125
4.928299828557168,0.078125
4.9286939664193365,0.0185546875
4.9290881042815045,0.046875
4.929482242143673,0.138671875
4.929876380005841,0.1865234375
4.93027051786801,0.2509765625
4.930664655730178,0.2734375
4.931058793592346,0.2080078125
4.931452931454515,0.1416015625
4.9318470693166825,0.0439453125
4.932241207178851,0.009765625
4.932635345041019,0.078125
4.933029482903188,0.3037109375
4.933423620765356,0.59765625
4.933817758627525,0.763671875
4.934211896489693,0.654296875
4.934606034351861,0.2451171875
4.935000172214029,0.01953125
4.935394310076197,0.27734375
4.935788447938366,0.66796875
4.936182585800534,0.615234375
4.936576723662703,0.1376953125
4.936970861524871,0.080078125
4.937364999387039,0.560546875
4.937759137249207,0.744140625
4.938153275111376,0.2529296875
4.938547412973544,0.0224609375
4.938941550835713,0.45703125
4.939335688697881,0.8603515625
4.939729826560049,0.7001953125
4.9401239644222175,0.21484375
4.940518102284385,0.0146484375
4.940912240146554,0.1064453125
4.941306378008722,0.29296875
4.941700515870891,0.3623046875
4.942094653733059,0.2890625
4.942488791595228,0.1240234375
4.9428829294573955,0.0166015625
4.943277067319564,0.1181640625
4.943671205181732,0.400390625
4.9440653430439,0.412109375
4.944459480906069,0.1318359375
4.944853618768237,0.029296875
4.945247756630406,0.25
4.9456418944925735,0.189453125
4.946036032354742,0.0126953125
