frequency_ghz,transition_probability
4.956680513550871,0.0263671875
4.956980513550871,0.0205078125
4.957280513550871,0.02734375
4.957580513550871,0.0234375
4.957880513550871,0.0234375
4.958180513550871,0.0263671875
4.958480513550871,0.013671875
4.958780513550871,0.0146484375
4.959080513550871,0.0263671875
4.959380513550871,0.021484375
4.959680513550871,0.017578125
4.959980513550871,0.0205078125
4.960280513550871,0.0146484375
4.9605805135508705,0.01953125
4.960880513550871,0.021484375
4.961180513550871,0.015625
4.961480513550871,0.0205078125
4.961780513550871,0.0234375
4.9620805135508705,0.0322265625
4.962380513550871,0.02734375
4.962680513550871,0.0341796875
4.962980513550871,0.044921875
4.963280513550871,0.0283203125
4.963580513550871,0.0400390625
4.963880513550871,0.029296875
4.964180513550871,0.044921875
4.964480513550871,0.0302734375
4.9647805135508705,0.0283203125
4.965080513550871,0.033203125
4.965380513550871,0.021484375
4.965680513550871,0.0166015625
4.965980513550871,0.021484375
4.9662805135508705,0.0263671875
4.966580513550871,0.0390625
4.966880513550871,0.0654296875
4.967180513550871,0.072265625
4.967480513550871,0.1103515625
4.967780513550871,0.1513671875
4.968080513550871,0.2138671875
4.968380513550871,0.2841796875
4.968680513550871,0.3359375
4.968980513550871,0.4462890625
4.969280513550871,0.505859375
4.969580513550871,0.595703125
4.969880513550871,0.6845703125
4.970180513550871,0.7548828125
4.9704805135508705,0.8134765625
4.970780513550871,0.8603515625
4.971080513550871,0.90234375
4.971380513550871,0.9287109375
4.971680513550871,0.95703125
4.971980513550871,0.955078125
4.972280513550871,0.9287109375
4.972580513550871,0.8671875
4.972880513550871,0.8076171875
4.973180513550871,0.7509765625
4.973480513550871,0.71484375
4.973780513550871,0.6240234375
4.974080513550871,0.5595703125
4.974380513550871,0.4443359375
4.9746805135508705,0.373046875
4.974980513550871,0.3037109375
4.975280513550871,0.224609375
4.975580513550871,0.171875
4.975880513550871,0.134765625
4.9761805135508705,0.0888671875
4.976480513550871,0.0634765625
4.976780513550871,0.03125
4.977080513550871,0.03125
4.977380513550871,0.0263671875
4.977680513550871,0.015625
4.977980513550871,0.0205078125
4.978280513550871,0.025390625
4.978580513550871,0.0234375
4.9788805135508705,0.0283203125
4.979180513550871,0.029296875
4.979480513550871,0.037109375
4.979780513550871,0.037109375
4.980080513550871,0.0390625
4.9803805135508705,0.0361328125
4.980680513550871,0.02734375
4.980980513550871,0.0263671875
4.981280513550871,0.033203125
4.981580513550871,0.0283203125
4.981880513550871,0.0185546875
4.982180513550871,0.025390625
4.982480513550871,0.0244140625
4.982780513550871,0.01953125
4.983080513550871,0.015625
4.983380513550871,0.013671875
4.983680513550871,0.009765625
4.983980513550871,0.01171875
4.984280513550871,0.0205078125
4.9845805135508705,0.0126953125
4.984880513550871,0.0224609375
4.985180513550871,0.0126953125
4.985480513550871,0.0205078125
4.985780513550871,0.015625
4.986080513550871,0.01953125
4.986380513550871,0.01953125
