frequency_ghz,transition_probability
4.962287985439341,0.69970703125
4.9622879854395405,0.7197265625
4.962287985439741,0.70166015625
4.962287985439941,0.6943359375
4.962287985440142,0.7314453125
4.962287985440342,0.69580078125
4.962287985440542,0.72900390625
4.962287985440742,0.703125
4.962287985440943,0.70849609375
4.962287985441143,0.720703125
4.9622879854413435,0.7041015625
4.962287985441543,0.71484375
4.962287985441744,0.703125
4.962287985441944,0.70849609375
4.962287985442145,0.73388671875
4.9622879854423445,0.728515625
4.962287985442545,0.69482421875
4.962287985442745,0.7255859375
4.962287985442946,0.72607421875
4.962287985443146,0.71533203125
4.962287985443346,0.7197265625
4.962287985443546,0.70458984375
4.962287985443747,0.72705078125
4.962287985443947,0.7197265625
4.9622879854441475,0.7041015625
4.962287985444347,0.7060546875
4.962287985444548,0.69970703125
4.962287985444748,0.708984375
4.962287985444948,0.72802734375
4.9622879854451485,0.716796875
4.962287985445348,0.71630859375
4.962287985445549,0.69873046875
4.962287985445749,0.689453125
4.96228798544595,0.712890625
4.9622879854461495,0.7080078125
4.96228798544635,0.7041015625
4.96228798544655,0.712890625
4.962287985446751,0.73046875
4.962287985446951,0.720703125
4.962287985447151,0.72265625
4.962287985447351,0.701171875
4.962287985447552,0.720703125
4.962287985447752,0.7119140625
4.9622879854479525,0.72412109375
4.962287985448152,0.708984375
4.962287985448353,0.70458984375
4.962287985448553,0.7197265625
4.962287985448754,0.7021484375
4.962287985448953,0.72119140625
4.962287985449154,0.7236328125
4.962287985449354,0.72705078125
4.962287985449555,0.728515625
4.962287985449755,0.712890625
4.962287985449955,0.7236328125
4.962287985450155,0.71337890625
4.962287985450356,0.720703125
4.962287985450556,0.69970703125
4.9622879854507564,0.7216796875
4.962287985450956,0.712890625
4.962287985451157,0.72021484375
4.962287985451357,0.70263671875
4.962287985451558,0.71044921875
4.962287985451757,0.71533203125
4.962287985451957,0.71240234375
4.962287985452158,0.7158203125
4.962287985452358,0.70068359375
4.962287985452559,0.72216796875
4.962287985452758,0.712890625
4.962287985452959,0.7109375
4.962287985453159,0.7509765625
4.96228798545336,0.71630859375
4.9622879854535595,0.71923828125
4.96228798545376,0.71875
4.96228798545396,0.716796875
4.962287985454161,0.705078125
4.962287985454361,0.70458984375
4.962287985454561,0.71630859375
4.962287985454761,0.70703125
4.962287985454962,0.72021484375
4.962287985455162,0.724609375
4.9622879854553625,0.72216796875
4.962287985455562,0.72265625
4.962287985455763,0.716796875
4.962287985455963,0.71826171875
4.962287985456164,0.720703125
4.9622879854563635,0.69384765625
4.962287985456564,0.72509765625
4.962287985456764,0.6982421875
4.962287985456965,0.73486328125
4.962287985457165,0.70703125
4.962287985457365,0.73876953125
4.962287985457565,0.71728515625
4.962287985457766,0.71337890625
4.962287985457966,0.724609375
4.9622879854581665,0.73291015625
4.962287985458366,0.7060546875
4.962287985458567,0.7138671875
4.962287985458767,0.71923828125
4.962287985458967,0.716796875
4.9622879854591675,0.70947265625
4.962287985459367,0.72412109375
